,时间戳,日期,时段,年,月,日,星期,是否周末,季度,小时,是否高峰时段,是否夜间,系统负荷-实时,风电出力-实时,光伏出力-实时,水电出力-实时,联络线计划-实时,非市场化机组出力-实时,平均出清价格-实时（元/MWh）
4255,2024-11-21_07:00-08:00,2024-11-21,07:00-08:00,2024,11,21,4,0,4,7,0,0,30954.336,279.247009,1503.191772,8811.55,-3958.0,11646.731,380.731812
4256,2024-11-21_08:00-09:00,2024-11-21,08:00-09:00,2024,11,21,4,0,4,8,1,0,31092.707,244.625977,4968.339844,8869.851,-4324.0,13997.843,314.120148
4257,2024-11-21_09:00-10:00,2024-11-21,09:00-10:00,2024,11,21,4,0,4,9,1,0,30247.822,131.33696,8301.574219,8353.969,-4473.0,15561.337,268.82251
4258,2024-11-21_10:00-11:00,2024-11-21,10:00-11:00,2024,11,21,4,0,4,10,1,0,29453.51,63.593987,10768.55469,8431.813,-3074.0,17197.57,44.523453
4259,2024-11-21_11:00-12:00,2024-11-21,11:00-12:00,2024,11,21,4,0,4,11,1,0,26921.973,50.305996,11865.45313,8547.562,-4921.0,17710.042,18.783686
4260,2024-11-21_12:00-13:00,2024-11-21,12:00-13:00,2024,11,21,4,0,4,12,1,0,27351.293,43.369003,11507.42871,8214.146,-4338.0,17171.778,21.37207
4261,2024-11-21_13:00-14:00,2024-11-21,13:00-14:00,2024,11,21,4,0,4,13,1,0,27639.184,40.920994,9806.808594,8204.042,-4901.0,16015.096,37.79921
4262,2024-11-21_14:00-15:00,2024-11-21,14:00-15:00,2024,11,21,4,0,4,14,1,0,28339.332,38.063992,7299.577148,8352.255,-5028.0,14415.771,200.544296
4263,2024-11-21_15:00-16:00,2024-11-21,15:00-16:00,2024,11,21,4,0,4,15,1,0,29923.156,67.081009,3679.409912,9791.134,-5158.0,13433.912,332.840271
4264,2024-11-21_16:00-17:00,2024-11-21,16:00-17:00,2024,11,21,4,0,4,16,0,0,31461.594,63.748993,628.533203,10753.131,-5835.0,12723.942,382.317902
4265,2024-11-21_17:00-18:00,2024-11-21,17:00-18:00,2024,11,21,4,0,4,17,0,0,32134.801,75.034012,3.407,10949.224,-5247.0,12734.737,323.619568
4266,2024-11-21_18:00-19:00,2024-11-21,18:00-19:00,2024,11,21,4,0,4,18,0,0,31324.824,118.174004,0.02,11035.11,-5277.0,12803.869,335.512543
4267,2024-11-21_19:00-20:00,2024-11-21,19:00-20:00,2024,11,21,4,0,4,19,0,0,31028.385,153.617981,0.06,10388.542,-5076.0,12154.03,353.66290300000003
4268,2024-11-21_20:00-21:00,2024-11-21,20:00-21:00,2024,11,21,4,0,4,20,0,0,31054.814,195.432007,0.05,10283.295,-5352.0,11941.045,371.043823
4269,2024-11-21_21:00-22:00,2024-11-21,21:00-22:00,2024,11,21,4,0,4,21,0,0,28864.623,249.107941,0.0,9806.015,-4056.0,11514.185,356.039398
4270,2024-11-21_22:00-23:00,2024-11-21,22:00-23:00,2024,11,21,4,0,4,22,0,1,26789.592,289.389038,0.0,9322.894,-3768.0,10996.361,324.438751
4271,2024-11-21_23:00-24:00,2024-11-21,23:00-24:00,2024,11,21,4,0,4,23,0,1,25463.98,203.589966,0.0,9131.826,-3672.0,10745.399,307.908325
4272,2024-11-22_00:00-01:00,2024-11-22,00:00-01:00,2024,11,22,5,0,4,0,0,1,27041.197,246.054977,0.0,8973.788,-3788.0,10596.675,318.687866
4273,2024-11-22_01:00-02:00,2024-11-22,01:00-02:00,2024,11,22,5,0,4,1,0,1,25804.617,280.51001,0.0,8947.549,-3782.0,10558.181,315.305084
4274,2024-11-22_02:00-03:00,2024-11-22,02:00-03:00,2024,11,22,5,0,4,2,0,1,25091.25,360.342987,0.0,8808.134,-4003.0,10423.983,302.133881
4275,2024-11-22_03:00-04:00,2024-11-22,03:00-04:00,2024,11,22,5,0,4,3,0,1,24747.338,435.669067,0.0,8813.596,-3875.0,10430.379,293.477753
4276,2024-11-22_04:00-05:00,2024-11-22,04:00-05:00,2024,11,22,5,0,4,4,0,1,25236.662,633.666077,0.01,8837.604,-4279.0,10510.721,300.122589
4277,2024-11-22_05:00-06:00,2024-11-22,05:00-06:00,2024,11,22,5,0,4,5,0,1,26374.951,885.20105,0.05,8851.871,-4203.0,10527.09,315.627197
4278,2024-11-22_06:00-07:00,2024-11-22,06:00-07:00,2024,11,22,5,0,4,6,0,1,28774.576,1176.945801,12.673,8796.355,-3514.0,10547.805,331.829651
4279,2024-11-22_07:00-08:00,2024-11-22,07:00-08:00,2024,11,22,5,0,4,7,0,0,30591.197,1552.832764,1308.777832,8850.421,-2597.0,11364.594,336.10321
4280,2024-11-22_08:00-09:00,2024-11-22,08:00-09:00,2024,11,22,5,0,4,8,1,0,31474.375,1549.344238,3769.14502,8903.347,-3057.0,12923.575,306.784424
4281,2024-11-22_09:00-10:00,2024-11-22,09:00-10:00,2024,11,22,5,0,4,9,1,0,30963.812,1184.129761,5540.541504,8389.753,-2334.0,13679.569,261.644989
4282,2024-11-22_10:00-11:00,2024-11-22,10:00-11:00,2024,11,22,5,0,4,10,1,0,31191.318,772.416016,6697.512695,8355.827,-2448.0,14084.599,323.774567
4283,2024-11-22_11:00-12:00,2024-11-22,11:00-12:00,2024,11,22,5,0,4,11,1,0,29172.502,618.861938,6784.140137,8317.938,-3235.0,14102.047,327.740326
4284,2024-11-22_12:00-13:00,2024-11-22,12:00-13:00,2024,11,22,5,0,4,12,1,0,29683.027,452.004974,6167.382813,8223.018,-2830.0,13451.71,364.214905
4285,2024-11-22_13:00-14:00,2024-11-22,13:00-14:00,2024,11,22,5,0,4,13,1,0,29591.26,299.965118,4892.224121,8215.468,-2572.0,12860.221,395.524445
4286,2024-11-22_14:00-15:00,2024-11-22,14:00-15:00,2024,11,22,5,0,4,14,1,0,29489.188,360.309082,3276.796143,8269.662,-3009.0,12264.173,414.625885
4287,2024-11-22_15:00-16:00,2024-11-22,15:00-16:00,2024,11,22,5,0,4,15,1,0,30329.742,451.45697,1800.157349,9509.315,-4946.0,12244.98,403.981964
4288,2024-11-22_16:00-17:00,2024-11-22,16:00-17:00,2024,11,22,5,0,4,16,0,0,31630.742,600.580017,310.861359,10166.365,-4417.0,12037.776,396.208466
4289,2024-11-22_17:00-18:00,2024-11-22,17:00-18:00,2024,11,22,5,0,4,17,0,0,31674.932,931.71991,2.89,10709.015,-4746.0,12489.235,339.631592
4290,2024-11-22_18:00-19:00,2024-11-22,18:00-19:00,2024,11,22,5,0,4,18,0,0,31209.514,1407.79248,0.06,10783.696,-4776.0,12506.674,332.18927
4291,2024-11-22_19:00-20:00,2024-11-22,19:00-20:00,2024,11,22,5,0,4,19,0,0,30865.77,1536.995605,0.04,10365.086,-4767.0,12143.839,362.77301
4292,2024-11-22_20:00-21:00,2024-11-22,20:00-21:00,2024,11,22,5,0,4,20,0,0,30646.635,1917.154297,0.07,10740.022,-5214.0,12478.503,335.832611
4293,2024-11-22_21:00-22:00,2024-11-22,21:00-22:00,2024,11,22,5,0,4,21,0,0,28801.859,2036.998779,0.0,10210.967,-3938.0,11911.489,316.141998
4294,2024-11-22_22:00-23:00,2024-11-22,22:00-23:00,2024,11,22,5,0,4,22,0,1,26824.979,2158.570068,0.0,9210.001,-4169.0,10999.615,291.446075
4295,2024-11-22_23:00-24:00,2024-11-22,23:00-24:00,2024,11,22,5,0,4,23,0,1,25741.35,1963.083252,0.0,9043.654,-4073.0,10874.026,259.556519
4296,2024-11-23_00:00-01:00,2024-11-23,00:00-01:00,2024,11,23,6,1,4,0,0,1,27030.518,1964.5979,0.0,8943.569,-2735.0,10856.507,327.197357
4297,2024-11-23_01:00-02:00,2024-11-23,01:00-02:00,2024,11,23,6,1,4,1,0,1,25943.469,2060.977783,0.0,8859.181,-2730.0,10838.939,321.211365
4298,2024-11-23_02:00-03:00,2024-11-23,02:00-03:00,2024,11,23,6,1,4,2,0,1,25397.045,2208.242432,0.0,8824.919,-3053.0,10870.921,300.463715
4299,2024-11-23_03:00-04:00,2024-11-23,03:00-04:00,2024,11,23,6,1,4,3,0,1,24930.777,2381.478271,0.0,8780.332,-3053.0,10816.948,290.562073
4300,2024-11-23_04:00-05:00,2024-11-23,04:00-05:00,2024,11,23,6,1,4,4,0,1,25039.48,2574.595215,0.01,8831.827,-3053.0,10869.824,295.679321
4301,2024-11-23_05:00-06:00,2024-11-23,05:00-06:00,2024,11,23,6,1,4,5,0,1,25822.918,2608.034912,0.08,8821.821,-2835.0,10890.736,305.41745
4302,2024-11-23_06:00-07:00,2024-11-23,06:00-07:00,2024,11,23,6,1,4,6,0,1,27205.096,2523.908203,15.089999,8901.282,-2287.0,11058.892,324.674866
4303,2024-11-23_07:00-08:00,2024-11-23,07:00-08:00,2024,11,23,6,1,4,7,0,0,29887.107,2387.921875,1538.640259,8839.573,-2551.0,12061.714,322.12677
4304,2024-11-23_08:00-09:00,2024-11-23,08:00-09:00,2024,11,23,6,1,4,8,1,0,30021.391,2105.166992,4586.797852,8846.517,-3294.0,13751.056,299.999908
4305,2024-11-23_09:00-10:00,2024-11-23,09:00-10:00,2024,11,23,6,1,4,9,1,0,29212.629,1500.696167,6973.589355,8710.114,-3189.0,14890.862,216.804123
4306,2024-11-23_10:00-11:00,2024-11-23,10:00-11:00,2024,11,23,6,1,4,10,1,0,29354.502,1072.395142,8510.660156,8085.705,-2824.0,15272.643,97.761543
4307,2024-11-23_11:00-12:00,2024-11-23,11:00-12:00,2024,11,23,6,1,4,11,1,0,27796.701,796.129028,9174.423828,8159.474,-3483.0,14929.33,91.463982
4308,2024-11-23_12:00-13:00,2024-11-23,12:00-13:00,2024,11,23,6,1,4,12,1,0,28488.178,663.35907,8556.84082,8120.845,-3023.0,14513.892,111.287582
4309,2024-11-23_13:00-14:00,2024-11-23,13:00-14:00,2024,11,23,6,1,4,13,1,0,29000.707,662.746948,6524.980957,8091.545,-2968.0,13116.04,240.78244
4310,2024-11-23_14:00-15:00,2024-11-23,14:00-15:00,2024,11,23,6,1,4,14,1,0,29337.0,608.927979,3673.170654,8038.085,-4535.0,11739.683,338.798553
4311,2024-11-23_15:00-16:00,2024-11-23,15:00-16:00,2024,11,23,6,1,4,15,1,0,30194.141,664.0979,1552.013062,9666.919,-5096.0,12196.345,354.293091
4312,2024-11-23_16:00-17:00,2024-11-23,16:00-17:00,2024,11,23,6,1,4,16,0,0,31449.822,855.50885,257.121368,9995.717,-6287.0,11955.477,340.500275
4313,2024-11-23_17:00-18:00,2024-11-23,17:00-18:00,2024,11,23,6,1,4,17,0,0,31700.834,1234.125,1.0624,10373.264,-6213.0,12405.323,336.359283
4314,2024-11-23_18:00-19:00,2024-11-23,18:00-19:00,2024,11,23,6,1,4,18,0,0,30996.641,1737.346924,0.05,10633.448,-5446.0,12663.763,333.187256
4315,2024-11-23_19:00-20:00,2024-11-23,19:00-20:00,2024,11,23,6,1,4,19,0,0,30340.908,1922.61084,0.03,10210.917,-5474.0,12094.69,337.284393
4316,2024-11-23_20:00-21:00,2024-11-23,20:00-21:00,2024,11,23,6,1,4,20,0,0,30092.867,1976.874756,0.04,10114.569,-6041.0,11979.68,341.152832
4317,2024-11-23_21:00-22:00,2024-11-23,21:00-22:00,2024,11,23,6,1,4,21,0,0,28383.32,1970.204468,0.0,9651.797,-4365.0,11501.66,340.641479
4318,2024-11-23_22:00-23:00,2024-11-23,22:00-23:00,2024,11,23,6,1,4,22,0,1,26366.533,1724.772461,0.0,9067.161,-4593.0,10970.382,316.672516
4319,2024-11-23_23:00-24:00,2024-11-23,23:00-24:00,2024,11,23,6,1,4,23,0,1,25365.91,1356.112915,0.0,9389.326,-4429.0,11389.574,296.260529
4320,2024-11-24_00:00-01:00,2024-11-24,00:00-01:00,2024,11,24,7,1,4,0,0,1,26837.324,1256.558838,0.0,9505.808,-4350.0,11467.678,324.290955
4321,2024-11-24_01:00-02:00,2024-11-24,01:00-02:00,2024,11,24,7,1,4,1,0,1,25759.418,1245.43103,0.0,8778.726,-4645.0,10780.165,324.994324
4322,2024-11-24_02:00-03:00,2024-11-24,02:00-03:00,2024,11,24,7,1,4,2,0,1,24999.992,1290.973267,0.0,8734.619,-4720.0,10716.346,319.995178
4323,2024-11-24_03:00-04:00,2024-11-24,03:00-04:00,2024,11,24,7,1,4,3,0,1,24774.074,1310.559937,0.0,8735.879,-4754.0,10742.229,307.83197
4324,2024-11-24_04:00-05:00,2024-11-24,04:00-05:00,2024,11,24,7,1,4,4,0,1,24844.48,1264.729736,0.01,8706.978,-4766.0,10640.937,314.160339
4325,2024-11-24_05:00-06:00,2024-11-24,05:00-06:00,2024,11,24,7,1,4,5,0,1,25429.035,1139.924683,0.04,8709.461,-4866.0,10688.246,315.754181
4326,2024-11-24_06:00-07:00,2024-11-24,06:00-07:00,2024,11,24,7,1,4,6,0,1,26487.809,1065.332764,7.946,8842.775,-4616.0,10883.575,313.482971
4327,2024-11-24_07:00-08:00,2024-11-24,07:00-08:00,2024,11,24,7,1,4,7,0,0,29163.258,919.62384,459.295288,8798.219,-3439.0,11005.127,335.558075
4328,2024-11-24_08:00-09:00,2024-11-24,08:00-09:00,2024,11,24,7,1,4,8,1,0,30802.967,923.116272,1085.192749,8734.777,-3288.0,11388.787,359.01474
4329,2024-11-24_09:00-10:00,2024-11-24,09:00-10:00,2024,11,24,7,1,4,9,1,0,31664.818,789.378113,1684.493896,8198.533,-4257.0,11242.81,378.954132
4330,2024-11-24_10:00-11:00,2024-11-24,10:00-11:00,2024,11,24,7,1,4,10,1,0,32000.938,648.46283,2108.69043,8158.532,-3410.0,11571.876,470.665161
4331,2024-11-24_11:00-12:00,2024-11-24,11:00-12:00,2024,11,24,7,1,4,11,1,0,30397.309,476.575989,2363.959961,8062.087,-3709.0,11446.871,420.986664
4332,2024-11-24_12:00-13:00,2024-11-24,12:00-13:00,2024,11,24,7,1,4,12,1,0,30730.436,414.829987,1786.609619,8290.848,-3877.0,11301.555,639.246948
4333,2024-11-24_13:00-14:00,2024-11-24,13:00-14:00,2024,11,24,7,1,4,13,1,0,30384.062,403.459045,1714.605103,8278.899,-3917.0,10965.879,419.816742
4334,2024-11-24_14:00-15:00,2024-11-24,14:00-15:00,2024,11,24,7,1,4,14,1,0,29987.033,528.377014,1123.407227,8126.465,-4726.0,10504.493,433.122528
4335,2024-11-24_15:00-16:00,2024-11-24,15:00-16:00,2024,11,24,7,1,4,15,1,0,30603.736,627.14209,527.683594,9254.391,-5752.0,11256.046,440.271942
4336,2024-11-24_16:00-17:00,2024-11-24,16:00-17:00,2024,11,24,7,1,4,16,0,0,31755.578,962.22998,95.712013,10313.449,-5567.0,12366.811,358.307465
4337,2024-11-24_17:00-18:00,2024-11-24,17:00-18:00,2024,11,24,7,1,4,17,0,0,31496.768,1566.03186,0.88,10661.403,-5281.0,12739.779,306.379852
4338,2024-11-24_18:00-19:00,2024-11-24,18:00-19:00,2024,11,24,7,1,4,18,0,0,30962.184,2014.395508,0.03,10729.702,-4503.0,12883.403,311.284576
4339,2024-11-24_19:00-20:00,2024-11-24,19:00-20:00,2024,11,24,7,1,4,19,0,0,30539.508,2096.359863,0.07,10407.597,-4322.0,12528.465,316.875641
4340,2024-11-24_20:00-21:00,2024-11-24,20:00-21:00,2024,11,24,7,1,4,20,0,0,29970.688,2052.877197,0.07,10256.111,-4806.0,12277.219,329.982056
4341,2024-11-24_21:00-22:00,2024-11-24,21:00-22:00,2024,11,24,7,1,4,21,0,0,27902.676,1942.549438,0.0,9793.567,-3984.0,11755.919,303.871979
4342,2024-11-24_22:00-23:00,2024-11-24,22:00-23:00,2024,11,24,7,1,4,22,0,1,25833.352,1926.223877,0.0,9047.646,-4399.0,11144.098,274.992889
4343,2024-11-24_23:00-24:00,2024-11-24,23:00-24:00,2024,11,24,7,1,4,23,0,1,24986.893,1809.967773,0.0,9208.778,-4737.0,11373.89,262.138489
4344,2024-11-25_00:00-01:00,2024-11-25,00:00-01:00,2024,11,25,1,0,4,0,0,1,26450.002,2283.22583,0.0,8986.212,-4255.0,11332.63,285.416077
4345,2024-11-25_01:00-02:00,2024-11-25,01:00-02:00,2024,11,25,1,0,4,1,0,1,25459.453,2540.324707,0.0,8915.843,-4340.0,11337.572,293.2854
4346,2024-11-25_02:00-03:00,2024-11-25,02:00-03:00,2024,11,25,1,0,4,2,0,1,24702.059,2984.162354,0.0,8778.603,-4400.0,11223.576,259.818542
4347,2024-11-25_03:00-04:00,2024-11-25,03:00-04:00,2024,11,25,1,0,4,3,0,1,24424.883,3434.353027,0.0,8776.682,-4498.0,11207.333,238.875641
4348,2024-11-25_04:00-05:00,2024-11-25,04:00-05:00,2024,11,25,1,0,4,4,0,1,24550.977,3693.574707,0.01,8759.427,-4497.0,11183.112,234.92041
4349,2024-11-25_05:00-06:00,2024-11-25,05:00-06:00,2024,11,25,1,0,4,5,0,1,25991.898,3906.86499,0.08,8810.028,-4863.0,11300.032,236.579681
4350,2024-11-25_06:00-07:00,2024-11-25,06:00-07:00,2024,11,25,1,0,4,6,0,1,28014.004,4734.22168,4.983,8805.852,-5501.0,11435.364,230.513733
4351,2024-11-25_07:00-08:00,2024-11-25,07:00-08:00,2024,11,25,1,0,4,7,0,0,30975.941,4986.07959,275.632813,8743.367,-5311.0,11498.35,283.711517
4352,2024-11-25_08:00-09:00,2024-11-25,08:00-09:00,2024,11,25,1,0,4,8,1,0,33322.07,5112.557617,859.649231,8731.75,-6317.0,12061.332,306.638977
4353,2024-11-25_09:00-10:00,2024-11-25,09:00-10:00,2024,11,25,1,0,4,9,1,0,33396.309,4648.665039,1682.872559,8138.92,-5028.0,11795.27,347.496307
4354,2024-11-25_10:00-11:00,2024-11-25,10:00-11:00,2024,11,25,1,0,4,10,1,0,33235.711,4319.362305,2448.679199,8293.031,-4945.0,12889.554,342.856659
4355,2024-11-25_11:00-12:00,2024-11-25,11:00-12:00,2024,11,25,1,0,4,11,1,0,30895.488,3836.311768,3418.845215,8192.353,-4487.0,13632.959,243.849213
4356,2024-11-25_12:00-13:00,2024-11-25,12:00-13:00,2024,11,25,1,0,4,12,1,0,30887.934,3690.956299,3829.966797,8052.459,-3965.0,13897.215,227.203064
4357,2024-11-25_13:00-14:00,2024-11-25,13:00-14:00,2024,11,25,1,0,4,13,1,0,30019.434,3827.221191,4138.853027,8116.784,-4607.0,14609.551,173.658249
4358,2024-11-25_14:00-15:00,2024-11-25,14:00-15:00,2024,11,25,1,0,4,14,1,0,29632.797,4128.18457,3723.138672,8378.914,-5008.0,14557.932,138.219315
4359,2024-11-25_15:00-16:00,2024-11-25,15:00-16:00,2024,11,25,1,0,4,15,1,0,30477.973,3983.016113,2401.027832,9763.721,-5359.0,14587.454,247.308197
4360,2024-11-25_16:00-17:00,2024-11-25,16:00-17:00,2024,11,25,1,0,4,16,0,0,32063.041,3679.31958,709.803833,10411.621,-6201.0,13717.92,262.99707
4361,2024-11-25_17:00-18:00,2024-11-25,17:00-18:00,2024,11,25,1,0,4,17,0,0,32630.465,3403.229004,4.86,10601.99,-5904.0,13584.988,278.421051
4362,2024-11-25_18:00-19:00,2024-11-25,18:00-19:00,2024,11,25,1,0,4,18,0,0,31984.561,3227.693604,0.05,10682.346,-6265.0,13584.011,289.274139
4363,2024-11-25_19:00-20:00,2024-11-25,19:00-20:00,2024,11,25,1,0,4,19,0,0,31600.949,3101.272217,0.06,10314.097,-6160.0,13148.62,287.200043
4364,2024-11-25_20:00-21:00,2024-11-25,20:00-21:00,2024,11,25,1,0,4,20,0,0,31382.848,2876.157959,0.07,10201.207,-6731.0,12903.49,322.416473
4365,2024-11-25_21:00-22:00,2024-11-25,21:00-22:00,2024,11,25,1,0,4,21,0,0,29297.018,2888.118896,0.0,9912.25,-4350.0,12723.841,294.136353
4366,2024-11-25_22:00-23:00,2024-11-25,22:00-23:00,2024,11,25,1,0,4,22,0,1,27043.723,3114.071533,0.0,9244.127,-4666.0,12059.722,237.158859
4367,2024-11-25_23:00-24:00,2024-11-25,23:00-24:00,2024,11,25,1,0,4,23,0,1,25815.941,3202.964355,0.0,8807.403,-4720.0,11632.89,221.744446
4368,2024-11-26_00:00-01:00,2024-11-26,00:00-01:00,2024,11,26,2,0,4,0,0,1,27091.186,3004.570313,0.0,8729.829,-4791.0,11488.838,282.515961
4369,2024-11-26_01:00-02:00,2024-11-26,01:00-02:00,2024,11,26,2,0,4,1,0,1,26069.141,2722.303955,0.0,8715.222,-4868.0,11414.962,278.494659
4370,2024-11-26_02:00-03:00,2024-11-26,02:00-03:00,2024,11,26,2,0,4,2,0,1,25269.564,2600.264648,0.0,8699.007,-4586.0,11273.678,261.797607
4371,2024-11-26_03:00-04:00,2024-11-26,03:00-04:00,2024,11,26,2,0,4,3,0,1,25034.162,2302.790283,0.0,8709.481,-4591.0,11199.872,290.058136
4372,2024-11-26_04:00-05:00,2024-11-26,04:00-05:00,2024,11,26,2,0,4,4,0,1,25492.193,1717.913086,0.01,8720.559,-4302.0,11120.049,306.035797
4373,2024-11-26_05:00-06:00,2024-11-26,05:00-06:00,2024,11,26,2,0,4,5,0,1,26902.123,1671.289307,0.08,8738.003,-4508.0,11148.903,312.609772
4374,2024-11-26_06:00-07:00,2024-11-26,06:00-07:00,2024,11,26,2,0,4,6,0,1,29420.293,1339.463989,10.52,8792.596,-4175.0,11188.662,358.726593
4375,2024-11-26_07:00-08:00,2024-11-26,07:00-08:00,2024,11,26,2,0,4,7,0,0,31165.045,1172.041016,1616.63916,8751.95,-3903.0,12295.375,413.537384
4376,2024-11-26_08:00-09:00,2024-11-26,08:00-09:00,2024,11,26,2,0,4,8,1,0,31449.818,607.500061,5584.497559,8893.166,-5333.0,15232.253,331.754578
4377,2024-11-26_09:00-10:00,2024-11-26,09:00-10:00,2024,11,26,2,0,4,9,1,0,30431.096,415.817139,9445.381836,8125.804,-2295.0,16439.416,157.446487
4378,2024-11-26_10:00-11:00,2024-11-26,10:00-11:00,2024,11,26,2,0,4,10,1,0,30145.0,280.880981,10925.09863,8278.529,-2775.0,17208.22,71.889008
4379,2024-11-26_11:00-12:00,2024-11-26,11:00-12:00,2024,11,26,2,0,4,11,1,0,28531.025,329.396118,10593.88281,8481.076,-3660.0,16577.176,64.674995
4380,2024-11-26_12:00-13:00,2024-11-26,12:00-13:00,2024,11,26,2,0,4,12,1,0,29811.863,354.482056,8124.23584,8226.725,-2818.0,14511.399,171.120956
4381,2024-11-26_13:00-14:00,2024-11-26,13:00-14:00,2024,11,26,2,0,4,13,1,0,30106.631,304.669983,5800.720703,8115.953,-3049.0,13576.551,124.050377
4382,2024-11-26_14:00-15:00,2024-11-26,14:00-15:00,2024,11,26,2,0,4,14,1,0,30547.488,282.120026,3608.262451,8374.425,-3054.0,12891.647,528.934082
4383,2024-11-26_15:00-16:00,2024-11-26,15:00-16:00,2024,11,26,2,0,4,15,1,0,31595.76,513.100037,2107.046387,9759.697,-4050.0,13167.917,463.836517
4384,2024-11-26_16:00-17:00,2024-11-26,16:00-17:00,2024,11,26,2,0,4,16,0,0,32871.305,946.681946,448.41626,10435.727,-2851.0,12977.005,356.706512
4385,2024-11-26_17:00-18:00,2024-11-26,17:00-18:00,2024,11,26,2,0,4,17,0,0,33322.0,1628.179077,51.892399,10585.2,-3519.0,13101.126,355.766449
4386,2024-11-26_18:00-19:00,2024-11-26,18:00-19:00,2024,11,26,2,0,4,18,0,0,32562.109,2648.354004,50.059998,10753.804,-3223.0,13310.046,343.603058
4387,2024-11-26_19:00-20:00,2024-11-26,19:00-20:00,2024,11,26,2,0,4,19,0,0,32201.064,3122.8125,0.07,10119.865,-3476.0,12675.452,332.835144
4388,2024-11-26_20:00-21:00,2024-11-26,20:00-21:00,2024,11,26,2,0,4,20,0,0,32027.477,3449.4021,0.05,10299.426,-3808.0,12814.878,330.552307
4389,2024-11-26_21:00-22:00,2024-11-26,21:00-22:00,2024,11,26,2,0,4,21,0,0,29916.43,3590.618408,0.0,9793.76,-4577.0,12419.811,350.868103
4390,2024-11-26_22:00-23:00,2024-11-26,22:00-23:00,2024,11,26,2,0,4,22,0,1,27392.752,3291.637207,0.0,8981.191,-5268.0,11676.615,301.554718
4391,2024-11-26_23:00-24:00,2024-11-26,23:00-24:00,2024,11,26,2,0,4,23,0,1,26041.113,3077.655762,0.0,9154.729,-4626.0,11863.651,279.893829
4392,2024-11-27_00:00-01:00,2024-11-27,00:00-01:00,2024,11,27,3,0,4,0,0,1,27360.473,2808.08374,0.0,8799.989,-3983.0,11492.83,291.660797
4393,2024-11-27_01:00-02:00,2024-11-27,01:00-02:00,2024,11,27,3,0,4,1,0,1,26108.865,2961.920654,0.0,8786.148,-3956.0,11544.645,244.544174
4394,2024-11-27_02:00-03:00,2024-11-27,02:00-03:00,2024,11,27,3,0,4,2,0,1,25402.09,3040.793701,0.0,8771.835,-3897.0,11456.358,232.427872
4395,2024-11-27_03:00-04:00,2024-11-27,03:00-04:00,2024,11,27,3,0,4,3,0,1,25225.328,3152.26709,0.0,8715.188,-3850.0,11218.739,234.188141
4396,2024-11-27_04:00-05:00,2024-11-27,04:00-05:00,2024,11,27,3,0,4,4,0,1,25437.512,3093.820313,0.01,8736.53,-3525.0,11094.494,241.127121
4397,2024-11-27_05:00-06:00,2024-11-27,05:00-06:00,2024,11,27,3,0,4,5,0,1,26588.729,2798.809082,0.05,8798.141,-3506.0,11027.309,286.814453
4398,2024-11-27_06:00-07:00,2024-11-27,06:00-07:00,2024,11,27,3,0,4,6,0,1,29185.549,2772.527344,8.09,8744.055,-4014.0,11002.963,353.193878
4399,2024-11-27_07:00-08:00,2024-11-27,07:00-08:00,2024,11,27,3,0,4,7,0,0,31136.67,3118.65918,1563.480469,8771.701,-2664.0,12389.422,353.742188
4400,2024-11-27_08:00-09:00,2024-11-27,08:00-09:00,2024,11,27,3,0,4,8,1,0,31626.545,3073.091309,5457.868652,8786.209,-3286.0,15041.504,222.02153
4401,2024-11-27_09:00-10:00,2024-11-27,09:00-10:00,2024,11,27,3,0,4,9,1,0,30093.678,2833.988525,9397.264648,8218.119,-2423.0,16926.483,21.700306
4402,2024-11-27_10:00-11:00,2024-11-27,10:00-11:00,2024,11,27,3,0,4,10,1,0,29446.865,2525.445313,10124.19434,8228.338,-3563.0,18360.368,52.408001
4403,2024-11-27_11:00-12:00,2024-11-27,11:00-12:00,2024,11,27,3,0,4,11,1,0,26650.033,2268.80835,8612.828125,8123.312,-3338.0,18610.189,26.013577
4404,2024-11-27_12:00-13:00,2024-11-27,12:00-13:00,2024,11,27,3,0,4,12,1,0,27110.146,2375.761963,8979.793945,8127.135,-3992.0,18772.241,28.291058
4405,2024-11-27_13:00-14:00,2024-11-27,13:00-14:00,2024,11,27,3,0,4,13,1,0,26909.785,2402.985352,9057.576172,8063.764,-4778.0,17787.727,54.595921
4406,2024-11-27_14:00-15:00,2024-11-27,14:00-15:00,2024,11,27,3,0,4,14,1,0,27451.096,2489.825928,8238.603516,8029.107,-3209.0,16070.166,57.004021
4407,2024-11-27_15:00-16:00,2024-11-27,15:00-16:00,2024,11,27,3,0,4,15,1,0,29814.93,2603.150635,5066.130371,9600.744,-3938.0,14743.924,141.602081
4408,2024-11-27_16:00-17:00,2024-11-27,16:00-17:00,2024,11,27,3,0,4,16,0,0,32019.117,2349.696289,1078.535034,10681.966,-3309.0,13333.822,387.518707
4409,2024-11-27_17:00-18:00,2024-11-27,17:00-18:00,2024,11,27,3,0,4,17,0,0,32646.791,2020.505127,6.0,10509.062,-2120.0,12777.312,400.458862
4410,2024-11-27_18:00-19:00,2024-11-27,18:00-19:00,2024,11,27,3,0,4,18,0,0,32356.719,2089.286377,0.05,10637.054,-1936.0,12739.855,389.087097
